680	0.0004204	0.0004074	0.005961
681	0.00042454	0.00039876	0.0059231
682	0.00043028	0.00038609	0.0058601
683	0.00043774	0.00037532	0.0057848
684	0.0004457	0.0003709	0.0057101
685	0.00045298	0.00036901	0.005649
686	0.00045906	0.00036646	0.0055952
687	0.00046459	0.00036192	0.0055394
688	0.00047008	0.00035431	0.0054895
689	0.00047605	0.00034815	0.0054537
690	0.00048303	0.00034243	0.00544
691	0.00049154	0.00033865	0.0054607
692	0.00050149	0.00033596	0.00551
693	0.00051245	0.00033104	0.005569
694	0.00052401	0.00032821	0.0056183
695	0.00053574	0.0003247	0.005639
696	0.00054724	0.00032229	0.0056075
697	0.00055883	0.00032494	0.0055319
698	0.00057123	0.00032721	0.0054404
699	0.00058512	0.00032572	0.0053614
700	0.0006012	0.00032334	0.005323
701	0.00062135	0.00032013	0.0053165
702	0.00064594	0.00031941	0.0053127
703	0.00067345	0.0003232	0.00531
704	0.00070236	0.00032621	0.0053064
705	0.00073112	0.000324	0.0053
706	0.00076001	0.00031895	0.0052705
707	0.00079013	0.00031362	0.0052123
708	0.0008212	0.00031006	0.0051456
709	0.00085295	0.00031146	0.0050908
710	0.0008851	0.0003161	0.005068
711	0.00091659	0.00032086	0.0050779
712	0.00094765	0.00032206	0.0051014
713	0.00097989	0.00032014	0.0051296
714	0.0010149	0.00032061	0.0051531
715	0.0010544	0.00032629	0.005163
716	0.0011015	0.00033439	0.0051273
717	0.001156	0.00034388	0.0050423
718	0.0012146	0.00035175	0.0049407
719	0.0012736	0.00035809	0.0048557
720	0.0013321	0.00036704	0.00482
721	0.0013916	0.00037626	0.0048271
722	0.0014531	0.00038341	0.0048454
723	0.0015173	0.00039057	0.0048706
724	0.001585	0.00040119	0.0048983
725	0.0016605	0.00041509	0.004924
726	0.0017435	0.00043077	0.0049526
727	0.0018285	0.00044712	0.0049872
728	0.0019095	0.00046353	0.0050207
729	0.001981	0.0004804	0.005046
730	0.0020443	0.00049911	0.005056
731	0.0021044	0.00051634	0.005037
732	0.002161	0.00053513	0.0049904
733	0.0022137	0.00055262	0.0049319
734	0.0022623	0.00056401	0.0048772
735	0.0023063	0.00057673	0.004842
736	0.0023466	0.00058946	0.0048251
737	0.002384	0.00060027	0.0048129
738	0.0024184	0.00061675	0.0048025
739	0.0024496	0.00063636	0.0047911
740	0.0024773	0.00065439	0.004776
741	0.0025033	0.00067848	0.00475
742	0.0025282	0.00070685	0.0047138
743	0.0025506	0.00073549	0.0046767
744	0.002569	0.00076775	0.0046477
745	0.0025818	0.00080151	0.004636
